Date,Forecast
2025-09-15,28.25360679626465
2025-09-16,28.26789093017578
2025-09-17,28.28988265991211
2025-09-18,28.316617965698242
2025-09-19,28.3463191986084
2025-09-20,28.377721786499023
2025-09-21,28.409862518310547
2025-09-22,28.441972732543945
2025-09-23,28.473424911499023
2025-09-24,28.503705978393555
2025-09-25,28.53238296508789
2025-09-26,28.559099197387695
2025-09-27,28.58369255065918
2025-09-28,28.606048583984375
2025-09-29,28.62605857849121
2025-09-30,28.643638610839844
2025-10-01,28.658775329589844
2025-10-02,28.6719970703125
2025-10-03,28.683551788330078
2025-10-04,28.69357681274414
2025-10-05,28.70225715637207
2025-10-06,28.709728240966797
2025-10-07,28.716257095336914
2025-10-08,28.72231674194336
2025-10-09,28.727720260620117
2025-10-10,28.73263931274414
2025-10-11,28.737144470214844
2025-10-12,28.741348266601562
2025-10-13,28.745332717895508
2025-10-14,28.749101638793945
2025-10-15,28.75272560119629
2025-10-16,28.756208419799805
2025-10-17,28.759614944458008
2025-10-18,28.762941360473633
2025-10-19,28.766204833984375
2025-10-20,28.769412994384766
2025-10-21,28.77257537841797
2025-10-22,28.77570152282715
2025-10-23,28.7788028717041
2025-10-24,28.781879425048828
2025-10-25,28.784923553466797
2025-10-26,28.78793716430664
2025-10-27,28.790925979614258
2025-10-28,28.79388999938965
2025-10-29,28.796831130981445
2025-10-30,28.79974937438965
2025-10-31,28.802644729614258
2025-11-01,28.805519104003906
2025-11-02,28.808372497558594
2025-11-03,28.81120491027832
2025-11-04,28.81401824951172
2025-11-05,28.816810607910156
2025-11-06,28.8195858001709
2025-11-07,28.822345733642578
2025-11-08,28.825088500976562
2025-11-09,28.82781410217285
2025-11-10,28.830522537231445
2025-11-11,28.833202362060547
2025-11-12,28.83584976196289
2025-11-13,28.838476181030273
2025-11-14,28.841075897216797
2025-11-15,28.84364891052246
